startup_stage,industry,region,requested_amount,pre_money_valuation,team_size,founders_experience_years,annual_revenue,market_size_estimate,investment_amount,is_rejected
Pre-Seed,HealthTech,Europe,1587884.3053889172,7345641.688685505,3,2,0.0,29683647.03139956,1539874.956807963,0
Series A,E-commerce,US,2442763.729025265,11997050.869419605,9,7,4329526.713057651,7593341.512442776,2789292.8083869657,0
Series A,HealthTech,US,7706454.443085963,39231432.13221011,11,3,627868.4177422735,20562214.484336875,5114534.784051374,0
Idea,ClimateTech,LATAM,1895156.871441696,8571816.852339013,3,1,0.0,4095966.91934347,0.0,1
Pre-Seed,FinTech,US,1343209.7660340164,10388089.060586862,8,6,0.0,9306461.40128088,0.0,1
Series A,E-commerce,US,2402879.0269874427,8328332.086431394,8,4,358507.4633452154,2803907.2790394234,1759865.7302473937,0
Seed,EdTech,Europe,3613298.177883981,18827217.24784156,6,6,63695.63819876013,4661789.019964681,3525813.189509708,0
Idea,EdTech,Europe,231913.2864781833,1087131.1767155582,3,4,0.0,16125602.100500928,221169.5612183971,0
Series A,FinTech,US,2033603.2664961463,6561366.475520106,11,5,624376.6778202937,836966.9977468136,1257464.8426603316,0
Pre-Seed,AI/SaaS,Europe,744205.291061082,3972870.037488784,8,6,0.0,10305006.772007544,0.0,1
Seed,EdTech,Europe,2670593.806076376,15003403.308648955,8,7,61729.72486510475,5860200.077204969,0.0,1
Idea,AI/SaaS,Europe,491888.9117516655,2937171.564015731,8,4,0.0,18510563.53696441,0.0,1
Pre-Seed,ClimateTech,Europe,412639.9525876028,2579877.076945104,8,3,0.0,2481905.5880747493,214362.6323856196,0
Seed,FinTech,US,6488205.373704428,20368171.413938303,6,5,2201316.762519201,10301173.511083346,5516239.603190993,0
Idea,E-commerce,Asia,1146894.10905378,4171745.204869155,5,7,0.0,11398276.507254755,0.0,1
Seed,E-commerce,US,3130967.076817054,19313552.005765848,6,3,633214.1821055799,41991339.35584127,1860431.2415452565,0
Idea,FinTech,Europe,145460.02366862207,1086779.1973438717,4,4,0.0,14177460.828077937,82107.69271031709,0
Series A,ClimateTech,LATAM,1045525.9439122524,6094082.949254506,9,6,503150.0767156448,8664893.06875199,1162136.5577701733,0
Series B,E-commerce,Europe,8411263.852777816,38692962.5568471,9,11,503245.8898262943,15303770.643139249,6016331.903111629,0
Seed,ClimateTech,Asia,4272435.089537953,17009540.69974859,8,3,121886.26078087196,10395724.431428757,0.0,1
Pre-Seed,HealthTech,US,526499.1607958323,4034417.2008812944,3,6,0.0,10251356.362790516,0.0,1
Idea,ClimateTech,LATAM,1206843.3546068994,5655888.497224917,6,11,0.0,17098509.0736885,0.0,1
Pre-Seed,AI/SaaS,LATAM,226853.0081411125,1109128.8355617628,6,6,0.0,5983501.7395169,253687.7955171773,0
Seed,HealthTech,Europe,1123999.883852309,5602847.028924701,13,5,390394.0387306763,2263793.0018201456,1245075.4729039466,0
Pre-Seed,EdTech,US,1412721.7302611766,5713265.193403415,5,5,0.0,10302470.79128971,1265933.4329750787,0
Series B,HealthTech,US,18370849.68024504,135831237.99857178,15,10,769743.0013595043,4105400.743208913,13340356.075853528,0
Series B,HealthTech,US,4523851.9447547225,29904155.67821258,12,9,397727.2042790007,5543144.858804939,3654815.226168897,0
Seed,ClimateTech,US,3580447.174548643,13016648.394575262,8,7,83919.86890980325,8489347.594408406,1826733.4369236224,0
Pre-Seed,E-commerce,US,1656809.6642311425,8409344.0511159,6,4,0.0,6797879.023038959,0.0,1
Seed,HealthTech,US,846251.5349590986,3319248.3803599207,8,3,17390.832708946808,45918452.96407446,920216.1410744662,0
Idea,EdTech,US,615274.2559097641,3446918.367161674,4,3,0.0,1067382.945757408,0.0,1
Seed,FinTech,US,5106639.08466767,19657677.094404187,5,7,366864.3511169984,3646158.166315782,4038381.76732646,0
Idea,FinTech,US,2053681.3613173752,16311774.81551556,6,2,0.0,9300358.931874324,1914586.304230685,0
Pre-Seed,HealthTech,Europe,1754515.897852037,5901620.804591669,6,7,0.0,2618634.2145420266,0.0,1
Pre-Seed,E-commerce,US,301148.48852769565,2123801.858653956,8,3,0.0,4252441.773440084,0.0,1
Series A,AI/SaaS,Europe,8190464.966091325,47854931.55288284,14,4,811937.1105042084,32751704.885530934,4826633.814927139,0
Seed,E-commerce,US,1726218.2476583023,8789812.978709517,13,7,1085793.5070441694,5393586.012673887,1178685.4734513052,0
Seed,ClimateTech,US,2069153.9578803105,7557632.004117109,6,5,144723.813547486,2215798.500020217,0.0,1
Pre-Seed,E-commerce,US,1552276.1164615713,6010485.04851845,7,4,0.0,19128858.24963957,800656.5050506653,0
Series A,AI/SaaS,Europe,4111546.793094059,18832481.31615403,13,5,792646.5066998696,5932528.545856907,3765496.9191103526,0
Seed,E-commerce,Europe,4835871.764600651,16480044.691118969,6,3,357636.16451037506,25894375.736345287,0.0,1
Series B,AI/SaaS,Europe,15879808.863987144,103775765.27678327,15,5,1142423.741796696,2880623.440121176,9469778.14536668,0
Idea,ClimateTech,US,1268449.0623512603,9254044.704264654,9,4,0.0,8890965.93031083,1501327.0712295377,0
Seed,ClimateTech,US,3220344.9176690453,20797883.56933457,10,7,163721.26376604012,2140299.736379357,3290066.4152720547,0
Pre-Seed,AI/SaaS,US,1761842.897286011,12439294.546861198,7,7,0.0,10055066.517929848,1882834.8277028915,0
Idea,EdTech,Europe,642583.4494738561,3681757.484334833,3,4,0.0,18004251.1254239,0.0,1
Pre-Seed,AI/SaaS,US,981468.0037653262,3357873.7967005307,6,9,0.0,24453719.141039893,701751.5401596966,0
Series A,FinTech,Europe,11226770.9277096,81343457.60936804,8,10,329417.8987556777,12973777.236145446,8465973.103787348,0
Series A,EdTech,US,7642812.982736807,38511295.225382,11,7,588838.8574273837,9057612.09484333,0.0,1
Pre-Seed,EdTech,Europe,824006.0181947317,3179000.250394539,6,1,0.0,3244441.919448942,0.0,1
Idea,AI/SaaS,US,691352.9473273758,4132100.315719904,3,5,0.0,3403251.912399133,709659.9961097392,0
Seed,HealthTech,Europe,391875.4332386112,1786112.8518843025,8,0,643008.3114689878,21659514.61804736,0.0,1
Series A,HealthTech,US,1016218.6265207842,7697863.909333341,11,5,963365.3188509382,9130405.150266884,774742.1621264903,0
Seed,EdTech,US,956185.0289105248,6451280.070588212,10,7,144113.65968491236,15608741.970446158,836161.5013113858,0
Idea,HealthTech,LATAM,1303818.2222524004,8830561.082224166,5,5,0.0,2420586.699773404,0.0,1
Pre-Seed,AI/SaaS,US,1074935.714601038,4218694.304313521,4,2,0.0,4329602.179605506,0.0,1
Series A,AI/SaaS,US,975868.2495708484,3448721.8290511505,8,5,169415.33249022608,13098405.107213372,541118.5186412262,0
Series B,AI/SaaS,Europe,5001695.137856346,18481318.68304672,11,4,40609.50760694441,9527788.12144038,0.0,1
Series B,E-commerce,Europe,39641445.21955379,150613660.06469142,11,8,1088062.1471956975,5939863.257732891,46339050.81379511,0
Series B,HealthTech,Europe,6494890.271500316,42203684.39605026,13,18,4279627.855763272,13658713.466884907,4346943.915626416,0
Seed,AI/SaaS,US,3787009.18048896,17039602.230851132,11,7,1735921.1788823048,6835542.964204977,1960701.3681865616,0
Seed,FinTech,Asia,3473789.651737793,23018842.796063025,7,5,256752.02106149017,2815824.896721113,0.0,1
Pre-Seed,FinTech,US,660578.5362013136,5171776.108481217,8,5,0.0,4658891.086980227,0.0,1
Pre-Seed,FinTech,Asia,6461919.144035484,38091892.86686692,7,3,0.0,42399308.2239747,6054614.790241499,0
Series A,AI/SaaS,US,3623795.237990214,27351472.84008393,14,12,726969.8752812693,33775816.65054942,3711759.9886577474,0
Pre-Seed,EdTech,US,512503.19052283966,3457780.707372736,4,7,0.0,10583716.872809904,578395.0345304338,0
Seed,ClimateTech,Europe,4412565.159518264,24511153.9700238,11,2,81651.23552445567,3454807.297772067,2633673.671456248,0
Series A,EdTech,Europe,11481527.844056388,78633919.94817924,12,6,1337906.0399627257,5724789.466215085,8904439.952560745,0
Seed,AI/SaaS,US,2888768.7523646997,11292452.027818082,9,6,296618.7650698136,7336690.859717529,3179247.275965075,0
Seed,AI/SaaS,US,3718005.046475012,14739483.87794749,6,6,914581.7767329871,19964727.847601306,0.0,1
Seed,AI/SaaS,LATAM,2825988.2729369155,11191243.765356475,11,7,193153.4887764359,13329657.062935648,2275972.444688916,0
Seed,E-commerce,Europe,1550150.192359203,5190828.483914253,9,8,373788.4584887512,5936458.069308646,1127310.171684913,0
Seed,ClimateTech,Europe,761617.047269515,4126053.061506088,10,4,332960.13039027574,2886483.556902856,0.0,1
Idea,HealthTech,Europe,436534.3796747916,2237137.2431970634,7,5,0.0,31537955.19323691,0.0,1
Pre-Seed,HealthTech,US,359765.75546683086,1646887.4319811177,6,8,0.0,4625845.317986715,301272.2104084876,0
Series A,E-commerce,US,3515291.46652816,12537280.062095717,9,4,530620.3142527221,2633592.483949022,3607531.137573068,0
Series B,EdTech,LATAM,18106716.98097075,61537042.28950995,9,12,1397215.767565192,21897854.202307984,11386071.11002372,0
Series A,FinTech,US,4942262.102979645,39427166.960565925,11,10,37884.38955752198,9950689.570872672,4620176.984838207,0
Idea,HealthTech,LATAM,275679.1305860024,2120222.241626866,7,5,0.0,14939088.834214436,212564.10253112865,0
Pre-Seed,EdTech,LATAM,1749245.812887879,13281337.777130598,6,8,0.0,6595808.477612457,1473668.0152892892,0
Idea,HealthTech,Europe,501890.9139623669,1927311.429682041,1,2,0.0,19119767.23436084,460969.5441352624,0
Seed,E-commerce,US,2292887.1508109355,10115230.267222453,5,8,557191.6658504624,13859209.098711688,1858372.0622304275,0
Series B,E-commerce,US,1534705.8786980333,12022165.616393177,11,9,830534.3479236196,8977777.496592363,1271633.9472804118,0
Series A,E-commerce,Europe,5548433.010001361,21518823.42166225,14,3,546166.2326792295,22149004.09212073,4548113.873772383,0
Pre-Seed,ClimateTech,Europe,727481.8580106903,3109070.88872776,9,5,0.0,4110470.0795500632,373644.6016768652,0
Pre-Seed,EdTech,Europe,740599.3764503016,5123101.750673302,6,3,0.0,2265949.6132027707,830357.928504542,0
Series A,HealthTech,Europe,25129012.22482604,194168315.37534663,11,12,259510.26321852548,38217083.10981755,17115311.50462568,0
Pre-Seed,FinTech,US,839298.9954682081,5919926.51753923,6,7,0.0,9063907.08347858,519033.6830355141,0
Series B,ClimateTech,US,4830462.282778562,21626511.867912088,12,5,777371.4191299451,1656307.7138783075,3558056.1336629745,0
Series A,ClimateTech,US,1192072.3447266305,3630379.049484437,11,11,445479.3910363607,4367862.822328567,1319555.0976026151,0
Pre-Seed,AI/SaaS,LATAM,586307.7488901288,4384279.598857381,4,7,0.0,7994710.783136712,422694.6144288722,0
Seed,ClimateTech,Europe,1374207.9518050496,4169323.210974469,9,5,1604143.6679825806,6693702.8418337945,694575.0628872905,0
Seed,ClimateTech,Europe,4107625.0968476296,16655801.377491428,8,3,1086250.954214814,5647882.215913617,3620299.575892764,0
Idea,FinTech,US,271549.24648510484,1846980.5174735824,2,6,0.0,9094146.213435654,217935.03620368784,0
Idea,E-commerce,Asia,1578941.063636639,7206556.993813949,2,2,0.0,2242404.621446538,0.0,1
Series A,AI/SaaS,Asia,2088273.318228945,9333712.598400537,14,10,326706.42433682526,17691232.60529765,1876341.7453323957,0
Seed,HealthTech,US,560888.6117688718,1758613.332653226,5,4,207398.02900777943,2098695.8530961843,344659.12841893354,0
Pre-Seed,E-commerce,Asia,1389178.7046460088,9779521.686296713,6,6,0.0,11157031.708197333,0.0,1
Idea,E-commerce,Europe,286716.609173951,1479472.840441137,3,3,0.0,105488555.1251965,0.0,1
Pre-Seed,ClimateTech,Europe,355664.5378069821,2610576.981761028,7,2,0.0,21561810.74307921,211607.2500145601,0
Pre-Seed,E-commerce,US,1370618.5895727768,8033003.404984127,1,9,0.0,6135702.385961995,706076.760921128,0
Idea,HealthTech,Asia,224455.7515746077,1250473.3061921697,1,4,0.0,10981153.852296889,205351.7045528525,0
Series A,FinTech,US,6829755.2778953845,42381571.83131436,10,6,1503715.1171832003,24455273.016110238,4696824.485319443,0
Pre-Seed,E-commerce,Europe,1338748.5565090736,10527876.488895634,5,8,0.0,41593922.85531176,907646.637581734,0
Seed,ClimateTech,Asia,1297994.505326078,4210475.585300414,8,5,1058216.5824884167,5996039.470375616,1183068.662929584,0
Series A,E-commerce,US,2822894.552408482,16553034.126430836,9,5,1317889.3768880067,30888714.66382016,1818275.4762115683,0
Pre-Seed,AI/SaaS,Europe,1427048.1350924685,6463197.410094567,8,3,0.0,26353751.949526347,0.0,1
Pre-Seed,ClimateTech,Asia,1792128.9528685508,5880099.696247971,8,6,0.0,3417369.456067553,0.0,1
Pre-Seed,E-commerce,Europe,1210949.2573307646,3923953.7279017754,6,7,0.0,8804371.886967007,1311319.5402734438,0
Seed,EdTech,US,2327726.933039641,10384559.637893977,8,7,649280.3448079434,10989969.97709989,2741663.988027828,0
Seed,EdTech,US,305843.1909771648,1026161.1311354316,12,6,1757584.1020706738,6749425.10807672,0.0,1
Seed,EdTech,LATAM,1409303.5990133146,8849163.635550786,11,5,860926.8524249413,8134066.348857554,1525815.9831065158,0
Series B,ClimateTech,US,6870346.994021142,44164368.154610924,12,8,268552.9753352226,10114802.96584824,7958252.967492988,0
Series B,HealthTech,Europe,6468339.348744734,28072504.37995553,12,8,380274.4863097154,15011438.931627955,5068836.509295622,0
Seed,E-commerce,US,1671117.86743815,11862238.026687328,9,8,196132.23366444127,4504270.079354024,1153409.4278103737,0
Series A,FinTech,US,3446200.2618827,17557170.79186535,9,5,731569.6910250279,4282999.027143597,3620419.468094348,0
Pre-Seed,ClimateTech,Asia,3437014.984920045,22888332.780300908,6,3,0.0,13751099.88928795,0.0,1
Seed,E-commerce,Asia,433609.663993758,2048306.5058845775,10,6,254428.54825778972,3045501.870304216,321601.864481369,0
Pre-Seed,E-commerce,Europe,1814111.011299028,6916398.598967338,6,2,0.0,20362641.212617114,1651967.975400442,0
Seed,HealthTech,US,6314303.730248883,32919423.65919999,7,7,69439.40868959702,5772154.631373964,0.0,1
Seed,FinTech,Europe,2859782.783298088,13708976.626332697,6,10,64629.988841953935,7396327.376589082,0.0,1
Pre-Seed,E-commerce,Europe,1126486.45751533,8441144.35057351,8,4,0.0,7273580.504518414,0.0,1
Series A,HealthTech,Europe,3671354.04501406,18704146.857219357,9,8,505942.5289663415,18718364.837911434,3414908.5778538305,0
Series A,ClimateTech,Europe,6619193.646837415,20674056.972323045,8,8,308146.2965402414,11390349.501273762,4555328.002281236,0
Series B,AI/SaaS,US,4535041.853017695,35832753.580740586,15,5,1435701.9815659923,9351829.32651502,2523609.4664833816,0
Seed,AI/SaaS,US,893706.7927191164,6865872.635797863,9,5,562869.4246805268,9831777.143716987,850455.904598083,0
Idea,EdTech,Europe,260849.65613609264,1438103.4325255202,6,0,0.0,3850246.718354174,239864.56501765823,0
Pre-Seed,EdTech,Europe,936786.50250534,3148601.194140624,1,6,0.0,11214945.781607691,1099446.963419592,0
Seed,ClimateTech,Europe,3876672.504733545,16790479.22297246,10,8,387175.8082684031,8023277.339201939,2214836.925123188,0
Idea,HealthTech,Europe,629199.0173829313,3007783.0257885954,3,4,0.0,15831667.881148752,0.0,1
Seed,EdTech,US,978602.2609456097,5153649.592376525,8,5,511688.0359449006,1549310.9865463465,1035168.5045058694,0
Pre-Seed,HealthTech,Europe,1205266.8109608898,6047546.705119547,7,6,0.0,7185073.8210512325,0.0,1
Pre-Seed,HealthTech,US,749332.4723832377,3924068.8816916337,8,3,0.0,3945403.729909621,0.0,1
Pre-Seed,FinTech,US,282841.5782058322,1882325.338794536,6,3,0.0,19797238.102609504,0.0,1
Series B,ClimateTech,Asia,3540272.889737678,14129165.137676058,12,6,1549569.0578401985,8451727.550659124,0.0,1
Seed,HealthTech,LATAM,2347515.6903202515,12835554.494682344,7,6,308259.1850967659,29945787.799962223,2140202.461760599,0
Seed,ClimateTech,Asia,3205864.190820992,18268004.593458045,8,8,134759.9813352456,1088320.624804412,3726274.7723000017,0
Seed,EdTech,US,11808224.003191115,78216906.78409281,13,6,345672.60386163305,13786184.612614833,9624232.979651315,0
Pre-Seed,AI/SaaS,US,1244363.6423724422,4617717.604111786,7,5,0.0,5852004.113149015,899889.1007853992,0
Seed,FinTech,Europe,1664424.0736467936,6999438.723649727,7,2,219786.0424441775,7366873.110257819,1064079.4693699712,0
Series B,AI/SaaS,Europe,7204680.267282382,31076298.096586283,14,11,9617092.323152672,17222517.61936156,7538983.974071853,0
Pre-Seed,EdTech,Asia,702425.7316235413,2726956.3691712515,6,4,0.0,8889082.275175428,829182.3427035598,0
Pre-Seed,EdTech,Europe,875049.5051815888,6417707.076207177,7,6,0.0,4328752.514977598,544091.938745828,0
Pre-Seed,HealthTech,US,4449838.289207292,28111638.578987356,8,4,0.0,12131741.59586098,3168934.68436095,0
Seed,E-commerce,Europe,1983743.0341804528,12541459.394526482,11,9,273542.4527084932,3627328.031709544,1735428.9218410652,0
Idea,FinTech,US,526752.9185935511,2605938.027442955,4,4,0.0,11378520.329355014,552061.5684889671,0
Seed,AI/SaaS,Europe,2337741.8334067496,12903318.299374178,6,4,1897670.2279652625,8042751.502917457,1728831.3495989516,0
Pre-Seed,ClimateTech,Europe,849262.0670291197,5172443.211936136,7,4,0.0,8106349.496284222,0.0,1
Idea,FinTech,LATAM,884490.8113496137,4362167.769527707,3,1,0.0,2475030.008308027,0.0,1
Series A,ClimateTech,US,6623453.958414659,41428768.78866331,8,7,280174.3861044333,9042919.138064982,7580805.309377752,0
Series B,FinTech,Europe,7736736.129498535,25720751.39241179,13,9,1082495.8631350868,7640945.402012016,0.0,1
Pre-Seed,ClimateTech,Europe,1512493.145643663,4943561.753543692,7,5,0.0,10901535.461578203,1638384.244924907,0
Seed,FinTech,Europe,1988793.249618705,12268409.00146814,8,11,106955.68506884945,2332648.1132913083,1284351.488883507,0
Pre-Seed,FinTech,US,599559.733053008,2731015.5796516896,7,5,0.0,12020272.718563167,0.0,1
Idea,ClimateTech,LATAM,346395.58214518765,2062447.1480453357,6,7,0.0,9507328.01399342,178298.75412462172,0
Series A,AI/SaaS,US,1876031.19135396,6978866.272707454,7,3,279738.689278734,67383455.62123844,1885143.3135739127,0
Pre-Seed,EdTech,US,976983.8745446826,4226571.57140617,7,3,0.0,9858706.516463054,1127266.556711501,0
Series A,HealthTech,US,4638721.622696364,28990899.12548399,13,10,1715798.5671497504,8686779.729591865,3218661.574268352,0
Idea,E-commerce,US,282547.7491112456,2106836.9786191857,1,5,0.0,3199532.869545741,0.0,1
Pre-Seed,AI/SaaS,Europe,1925716.7608969249,6281041.584938341,8,7,0.0,12495542.076539643,2031203.360378496,0
Pre-Seed,ClimateTech,LATAM,1895714.144928679,6445601.263947794,8,4,0.0,8879335.694547553,1896081.2353098928,0
Seed,E-commerce,Asia,4304707.939870034,33734448.82662393,8,4,56294.8557836722,11055168.056312129,0.0,1
Idea,HealthTech,US,139215.61111259193,616176.4699797865,6,5,0.0,6676491.098632859,133535.74619140048,0
Pre-Seed,HealthTech,Europe,1368041.69903741,5955657.386764781,7,7,0.0,5344999.964593266,1441039.7546524715,0
Seed,AI/SaaS,US,1926268.2098489187,14007817.734694982,7,6,821444.2825046143,9666798.729083702,1137163.9377953438,0
Seed,EdTech,US,5239521.09060588,38498459.738757454,7,3,732347.4187724114,9107402.173271734,0.0,1
Idea,ClimateTech,Europe,116473.38138184686,803365.2576768618,4,7,0.0,7673877.028284216,107945.47327960622,0
Pre-Seed,HealthTech,US,1676910.6588895114,9177707.32484296,8,7,0.0,6447917.994832307,1119436.6104297864,0
Seed,HealthTech,US,3509680.6749051344,11679850.0444459,9,5,1732704.5380604723,7810984.593175925,0.0,1
Pre-Seed,E-commerce,Asia,1575071.8427883536,5053177.163405822,7,4,0.0,23624199.960949205,0.0,1
Series A,AI/SaaS,US,1416648.593608189,8099578.037824956,8,8,266587.0345802892,18408715.88357289,1447500.9579876042,0
Pre-Seed,FinTech,US,1283832.564104289,5566475.012852541,7,4,0.0,6297415.353543295,780280.3956846573,0
Series A,ClimateTech,Europe,3151676.4928687634,23430207.61045073,11,3,795608.815846642,21937841.78421535,1584897.2426371682,0
Idea,HealthTech,US,663871.5753312449,2525979.667334248,6,0,0.0,9573668.505984511,0.0,1
Series B,FinTech,Asia,10379366.70420777,75430259.84311754,15,11,315561.2552903981,8485348.410006544,9562286.80740564,0
Idea,HealthTech,Asia,806599.0893352089,3743648.5484093656,4,3,0.0,2277247.912624135,0.0,1
